,negative,neutral,positive
jetb,2.5,0,0
jetblue,2.200666107,2.310410173,1.807019334
jetgreen,0,0,2.5
jetred,0,0,2.5
jettisoned,5,0,0
jeweled,0,2.5,0
jewish,6.843313779,1.838005394,0
jez,3.321928095,3.321928095,0
jf,0,12.5,0
jfk,6.012093141,1.554115845,0.960252568
jh,0,2.5,0
jhoke,0,0,2.5
jia,3.321928095,0,3.321928095
jie,0,2.5,0
jiggle,10,0,0
jiggles,0,10,0
jilly,0,0,5
jilted,0,0,2.5
jim,8.00392278,0,1.660964047
jimayson,0,0,2.5
jimcramer,2.5,0,0
jimdaytv,2.5,0,0
jimi,0,0,2.5
jimmy,1.660964047,0,8.00392278
jingle,0,0,5
jingles,0,0,2.5
jive,2.5,0,0
jived,2.5,0,0
jlhalldc,0,0,2.5
jlsofficial,0,0,7.5
jo,3.321928095,0,3.321928095
joan,0,2.5,0
joanna,2.5,0,0
joannabutler,0,0,2.5
jobless,0,0,2.5
jockeying,0,2.5,0
jodi,0,2.5,0
joe,5.678873587,0,2.095903274
joel,2.5,0,0
joelmadden,0,0,2.5
joepolitic,0,0,2.5
joey,0,0,5
jogabenita,0,0,2.5
jogging,0,0,2.5
john,2.34759015,1.375518225,2.785345076
johnny,0,0,5
join,1.213726655,1,8.00392278
joined,1.388581659,0.756304196,8.46744983
joining,0,0,12.5
joins,5.678873587,0,2.095903274
joint,1.107309365,3.321928095,2.34759015
jointed,2.5,0,0
jojo,0,0,2.5
joke,4.235687392,2.222375276,0.840101966
joked,0,10,0
jokerunning,0,2.5,0
jokey,2.5,0,0
joking,5,0,0
jolly,3.321928095,1.660964047,1.660964047
jolt,2.5,0,0
jolted,2.5,0,0
jolting,5.678873587,0,2.095903274
jolts,2.5,0,0
jon,0,0,12.5
jonah,2.5,0,0
jonanthan,0,0,2.5
jonathan,0,0,2.5
jonathanrknight,0,0,7.5
jonconnelly,0,0,5
joplin,2.5,0,0
jordan,2.512941595,0,4.507575552
jose,2.095903274,0,5.678873587
josephtreis,2.5,0,0
josh,3.321928095,0,3.321928095
joshmadden,0,0,2.5
joshmusic,0,0,2.5
joshua,0,0,2.5
joshuawhite,0,0,2.5
jostled,0,0,2.5
jostling,2.5,0,0
jour,0,2.5,0
journal,0,10,0
journalist,0,0,2.5
journalistic,2.5,0,0
journalistically,2.5,0,0
journey,0,5.678873587,2.095903274
jovial,3.321928095,3.321928095,0
joy,3.321928095,0,3.321928095
joycloete,0,0,2.5
joydaily,0,0,2.5
joyful,1.430676558,4.507575552,1.430676558
joyless,5.678873587,2.095903274,0
joylessly,2.5,0,0
joyo,10.31885116,0,1.430676558
joyous,21.85434533,0,1
joythe,0,0,2.5
joytribble,0,0,2.5
jp,2.095903274,2.095903274,2.095903274
jpeg,0,0,2.5
jr,0,0,12.5
jshop,0,0,2.5
jst,0,0,2.5
jt,0,0,2.5
jtrexsocial,2.5,0,0
ju,0,2.095903274,5.678873587
juan,5.678873587,1.285097209,1.285097209
jubilee,0,0,2.5
judd,2.5,0,0
judge,2.512941595,0,4.507575552
judged,0,0,5
judging,0,0,7.5
judgment,0,0,2.5
judicial,0,0,2.5
judicious,2.5,0,0
judielise,0,0,2.5
juggle,0,0,5
juggling,0,0,2.5
juiced,2.5,0,0
juiceless,2.5,0,0
julian,0,0,2.5
julie,2.5,0,0
julienviet,0,0,2.5
juliet,5.678873587,0,2.095903274
jumble,2.5,0,0
jumbled,5.678873587,0,2.095903274
jumbo,7.230516926,1.091162302,1.220190836
jump,1.53089535,1.285097209,4.675522919
jumped,3.321928095,1.285097209,2.095903274
jumping,5.678873587,0,2.095903274
jumps,5.678873587,1.142777131,1.430676558
jumpy,0,3.321928095,3.321928095
june,0,0,2.5
junior,3.321928095,1.285097209,2.095903274
junkie,2.5,0,0
jurassic,2.5,0,0
jus,5.678873587,0,2.095903274
just,2.062790021,1.473431895,2.989688366
justadd,0,0,2.5
justdoit,0,0,2.5
justice,2.512941595,0,4.507575552
justifiable,3.321928095,0,3.321928095
justified,0,0,2.5
justifies,2.5,0,0
justify,2.375266938,2.162639122,1.787923614
justifying,2.5,0,0
justin,0,0,2.5
justly,0,0,2.5
justynmoro,2.5,0,0
jusy,0,0,2.5
juvenile,8.00392278,0,1.660964047
juxtapose,0,2.5,0
jwbroadcasting,0,2.5,0
ka,0,0,2.5
kaayphone,0,0,2.5
kade,0,0,2.5
kahlo,8.00392278,1.660964047,0
kahn,2.5,0,0
kailua,0,2.5,0
kairys,2.5,0,0
kaitlyn,0,0,2.5
kal,0,0,5
kalesniko,2.5,0,0
kalmar,0,0,2.5
kamal,0,0,2.5
kang,2.5,0,0
kangaroo,2.5,0,0
kannibal,0,0,2.5
kansas,0,0,2.5
kanye,0,0,2.5
kapur,12.62925314,1.285097209,0
karaoke,0,0,7.5
karate,0,0,2.5
kardashian,5.678873587,0,2.095903274
karen,2.095903274,0,5.678873587
karenstrunk,0,0,2.5
karentweet,0,0,2.5
karim,2.5,0,0
karlee,0,0,2.5
karma,0,0,2.5
karmadillo,0,0,2.5
karmen,2.5,0,0
karro,0,0,2.5
kaschua,0,0,2.5
kasi,0,0,2.5
kat,0,0,5
katayy,0,0,2.5
kate,0,2.095903274,5.678873587
katekendall,0,0,2.5
katesteven,0,0,2.5
katherine,2.5,0,0
kathleen,0,0,2.5
kathryn,3.321928095,3.321928095,0
kathrynsotelo,2.5,0,0
kathy,2.5,0,0
katie,0,0,7.5
katied,0,0,2.5
katita,0,0,2.5
katt,0,0,2.5
katvobot,0,0,2.5
katz,2.5,0,0
kaufman,3.321928095,3.321928095,0
kax,0,3.321928095,3.321928095
kay,2.5,0,0
kayden,0,0,2.5
kaylee,0,0,2.5
kazan,2.5,0,0
kazeemmusic,0,0,2.5
kazoo,0,0,2.5
kazpro,0,0,2.5
kbow,0,0,2.5
kbps,0,0,5
kc,2.512941595,1.430676558,2.512941595
kciairport,2.5,0,0
kcofficial,0,0,2.5
kconti,0,2.5,0
kdepet,0,0,2.5
kdt,0,0,2.5
kdurose,0,0,2.5
ke,2.095903274,0,5.678873587
kee,5.678873587,0,2.095903274
keel,2.5,0,0
keely,0,10,0
keen,1.430676558,1.430676558,4.507575552
keenest,2.5,0,0
keening,2.5,0,0
keenly,2.095903274,5.678873587,0
keep,2.224548289,1.443902553,2.818941014
keeper,0,5.678873587,2.095903274
keepin,0,0,7.5
keeping,1.88154218,1.696436688,2.87183786
keepingit,2.5,0,0
keepinupwkris,0,0,2.5
keepitclassy,0,0,2.5
keeps,2.079372805,1.316364786,3.280592509
kelly,0.960252568,2.276179338,3.798794065
kelsey,2.5,0,0
kem,0,0,2.5
ken,2.095903274,0,5.678873587
kendal,0,0,2.5
kennedy,2.5,0,0
kenneth,3.321928095,3.321928095,0
kennethreitz,0,0,2.5
kenny,0,0,2.5
kenya,0,0,2.5
kenyonluke,0,0,2.5
kep,0,0,2.5
kept,2.46447857,1.388581659,2.630116867
kerrigan,2.5,0,0
kerryn,0,0,2.5
ketchup,0,0,2.5
ketrd,0,0,2.5
kettner,0,10,0
kevin,6.261707716,1.230143399,1.230143399
kevinruddpm,0,0,2.5
key,3.633420803,1.358781369,1.838005394
keyboard,0,0,20
keyboardist,0,0,2.5
keyring,0,0,2.5
keyser,0,0,2.5
khalilrtz,0,0,2.5
khill,0,0,2.5
khjghjjh,0,0,2.5
khushiall,0,0,2.5
khz,10,0,0
ki,0,0,5
kiarostami,0,0,2.5
kick,1.898221037,1.503506771,3.195610826
kickass,0,2.5,0
kickball,0,0,2.5
kickboxing,0,0,2.5
kicked,6.843313779,0,1.838005394
kickin,0,0,7.5
kicking,3.971217048,0.911651811,2.253787776
kicks,2.095903274,0,5.678873587
kid,0,8.00392278,1.660964047
kidalso,0,0,2.5
kidd,3.321928095,0,3.321928095
kiddie,0,2.095903274,5.678873587
kidding,3.98317474,0.620045889,2.615507785
kiddos,0,0,2.5
kidman,2.5,0,0
kidnapped,2.5,0,0
kidnapping,3.321928095,0,3.321928095
kids,1.285097209,3.321928095,2.095903274
kidscleaning,0,0,2.5
kieranmahan,2.5,0,0
kieronlanning,0,0,2.5
kieslowski,2.095903274,2.095903274,2.095903274
kil,0,0,2.5
kilian,0,0,2.5
kill,3.521168217,0,3.137168659
killed,4.899079389,1.375518225,1.375518225
killer,1.660964047,3.321928095,1.660964047
killin,2.5,0,0
killing,5.912178172,0.840101966,1.699894774
kills,6.261707716,1.396641523,1.066266213
killzone,0,0,2.5
kilmer,5.678873587,0,2.095903274
kilt,2.5,0,0
kilted,2.5,0,0
kim,3.321928095,0,3.321928095
kima,0,0,2.5
kinda,1.992250788,1.53089535,2.98995002
kinder,2.5,0,0
kindergarten,0,0,2.5
kinderporn,0,0,2.5
kindle,0,215,0
kindly,0,0,2.5
kindred,2.5,0,0
kinds,0,10,0
kinetic,5,0,0
kinetically,2.5,0,0
king,1.979610102,1.660964047,2.785345076
kingarlen,0,0,2.5
kinky,3.321928095,3.321928095,0
kinley,0,0,2.5
kinnear,4.507575552,2.512941595,0
kiosk,2.5,0,0
kiper,0,0,2.5
kippl,0,0,2.5
kirch,0,0,2.5
kirkegaard,2.5,0,0
kirsten,2.5,0,0
kirwil,0,0,2.5
kiss,3.321928095,1.912489289,1.430676558
kissed,0,0,5
kissimmee,0,0,2.5
kissing,2.095903274,2.095903274,2.095903274
kissinger,5.678873587,0,2.095903274
kissmybook,0,0,2.5
kit,2.095903274,0,5.678873587
kitchen,2.5,0,0
kite,0,0,2.5
kits,0,0,2.5
kitten,2.5,0,0
kittenish,2.5,0,0
kitty,0,0,2.5
kittybuffiekat,0,0,2.5
kjell,2.5,0,0
kkf,0,0,2.5
kkyle,0,0,2.5
kleinerin,0,2.5,0
klide,0,0,2.5
kline,5,0,0
klutz,0,0,2.5
km,0,0,2.5
kmacable,0,0,2.5
kmaren,0,0,2.5
kmart,0,0,2.5
kmc,0,0,10
kming,0,0,2.5
kmps,0,0,2.5
kn,4.11458208,0,2.717562738
knack,0,0,2.5
knackerrred,0,0,2.5
kne,0,0,2.5
knee,0,0,2.5
knees,0,2.5,0
knew,2.958461176,1.270476761,2.363930105
kni,0,0,2.5
knight,0,2.095903274,5.678873587
knitted,0,0,2.5
knnow,0,0,2.5
kno,1.430676558,1.430676558,4.507575552
knob,0,1.53089535,9.162168319
knobs,0,4.507575552,2.512941595
knock,1.075941077,2.04045724,3.956865167
knockaround,2.5,0,0
knocked,0,0,35
knocking,1.660964047,0,8.00392278
knockoff,0,0,2.5
knockout,2.5,0,0
knocks,2.5,0,0
knocky,0,0,2.5
knot,0,0,2.5
knotting,2.5,0,0
know,1.68916136,1.693213993,3.204484998
knowing,2.05729104,1.838005394,2.430473398
knowingly,0,2.5,0
knowledge,3.321928095,3.321928095,0
knowledgeable,0,3.321928095,3.321928095
known,1.992250788,2.437986967,1.892957862
knownto,0,0,2.5
knows,2.731134744,1.167904481,2.731134744
knoxville,2.5,0,0
knuckled,2.5,0,0
ko,0,0,2.5
koa,0,5,0
koboldthief,0,0,2.5
kodak,0,0,2.5
kodi,0,7.5,0
koi,0,0,2.5
kok,2.5,0,0
kong,10,0,0
konzert,0,0,2.5
kool,0,0,2.5
korea,10,0,0
korean,3.917382327,2.095903274,1.047951637
korey,0,0,2.5
korg,0,0,7.5
koriannespeaks,0,0,2.5
korionmorris,0,0,2.5
korn,0,0,5
kosashvili,5,0,0
kosminsky,5,0,0
kouyate,2.5,0,0
koyaanisqatsi,0,2.5,0
kp,2.512941595,1.430676558,2.512941595
kransky,0,0,2.5
krawczyk,2.5,0,0
krayolangputol,0,0,2.5
krisallenmusic,0,0,2.5
kriskonrad,0,0,2.5
kristahearne,0,0,2.5
kristenjstewart,0,0,2.5
kristenkreuk,0,0,2.5
kristie,0,0,2.5
kristinebam,0,0,2.5
kristy,0,0,2.5
krystenluvsdan,0,0,2.5
ktm,2.5,0,0
ktten,0,0,2.5
kubrick,2.5,0,0
kuching,0,0,2.5
kudos,0,1.285097209,12.62925314
kumble,5,0,0
kung,3.321928095,3.321928095,0
kuras,0,0,2.5
kurdish,0,2.5,0
kurt,2.5,0,0
kurys,2.5,0,0
kurzweil,0,0,2.5
kutner,0,0,2.5
kuwait,0,0,2.5
kuya,0,0,2.5
kvetch,0,2.5,0
kwaito,0,0,2.5
kybilc,0,2.5,0
kyiv,0,0,2.5
kyle,0,0,5
kylejudah,5,0,0
kyser,0,1.838005394,6.843313779
kzn,0,0,2.5
la,2.717562738,1.285097209,2.545822456
lab,0,0,2.5
labarceloneta,0,0,2.5
label,0,0,5
labeled,1.285097209,1.285097209,5.678873587
labeling,0,0,2.5
labella,0,0,2.5
labelled,2.5,0,0
labored,17.5,0,0
laborious,5,0,0
labour,2.5,0,0
labours,2.5,0,0
labute,5.678873587,0,2.095903274
labyrinth,0,0,2.5
labyrinthine,2.5,0,0
laced,5.678873587,0,2.095903274
lacerating,0,2.5,0
lacey,2.5,0,0
lack,5.678873587,0.79663977,1.797583147
lackadaisical,3.321928095,3.321928095,0
lacked,2.095903274,5.678873587,0
lacking,3.755616204,1.979610102,1.195967393
lackluster,3.719611071,2.409793315,0.897711718
lacks,3.837278831,2.142906945,1.042131997
laconic,5,0,0
lacquered,0,0,2.5
ladan,2.5,0,0
laddish,2.5,0,0
laden,8.00392278,0,1.660964047
lads,0,0,2.5
lady,4.11458208,0.756304196,2.385898532
ladyerlynne,0,0,2.5
ladygaga,0,3.321928095,3.321928095
ladyhawke,0,0,2.5
ladykathrine,0,0,2.5
ladyparadis,0,0,2.5
laenij,0,0,2.5
lag,2.512941595,4.507575552,0
lagaan,5,0,0
lager,0,0,2.5
laggard,2.5,0,0
lagging,5.678873587,2.095903274,0
laggy,0,2.5,0
lagos,2.5,0,0
lags,2.095903274,5.678873587,0
laguardia,8.00392278,1.660964047,0
laguna,0,0,15
laid,10.31885116,0,1.430676558
laissez,2.5,0,0
lake,3.321928095,0,3.321928095
lakeside,0,0,2.5
laksa,0,0,2.5
lakshkhamesra,0,0,2.5
lalaki,0,0,2.5
lam,0,0,2.5
lambgirl,0,0,2.5
lame,3.871796827,1.309881231,1.787923614
lament,2.5,0,0
laminate,0,0,2.5
laminated,0,0,2.5
lamp,0,2.5,0
lampoon,2.5,0,0
lan,3.321928095,0,3.321928095
lana,0,0,2.5
lanaclevermomme,0,0,2.5
lanafromoz,0,0,2.5
lanakynd,0,0,2.5
lanceboda,0,0,2.5
land,32.5,0,0
landed,8.821697815,0.916522684,1.2079643
landersie,0,0,2.5
landing,7.423983574,1,1.285097209
landmark,0,2.5,0
lands,10,0,0
lane,0,0,2.5
languidly,2.5,0,0
languishing,2.5,0,0
languorous,10,0,0
lanie,0,2.5,0
lantern,3.321928095,0,3.321928095
lap,2.717562738,2.717562738,1.183294662
lapaglia,0,0,2.5
lapel,0,0,2.5
lapping,2.5,0,0
laps,0,0,2.5
lapses,5.678873587,2.095903274,0
laptop,0.94277556,1.130446032,9.393611305
laptops,0,0,2.5
larded,2.5,0,0
large,1.349018114,2.861701296,2.324145431
largely,4.186165671,1.754769835,1.230143399
larger,1.170220788,1.861784179,4.094885391
largest,2.512941595,1.430676558,2.512941595
larky,5,0,0
larry,5.678873587,0,2.095903274
larryczerwonka,0,0,2.5
las,2.630116867,1.285097209,2.630116867
lasairport,2.5,0,0
lascivious,2.5,0,0
laser,1.430676558,10.31885116,0
lashing,2.5,0,0
laskin,0,10,0
last,2.366020715,1.242073742,3.011207419
lasted,4.271985235,1.660964047,1.285097209
lasting,1,1.742065383,5.041144466
lastlikelylad,0,0,2.5
lastly,3.08155877,1.997593497,1.477773672
lasts,0,1.365385746,11.24339802
lat,10.31885116,0,1.430676558
lata,0,0,2.5
latched,0,0,12.5
latches,2.5,0,0
latching,0,0,5
late,7.532477898,0.898460989,1.370242875
lately,1.967901602,1.01494327,4.311291146
latency,0,0,2.5
latent,0,2.5,0
latently,2.5,0,0
later,1.624006007,1.316364786,4.279026367
lateral,10,0,0
latesa,0,0,2.5
latest,2.697847133,1.365385746,2.437986967
latexfetish,0,0,5
lathan,0,0,2.5
lathkildale,0,0,2.5
latin,5.678873587,0,2.095903274
latinamerican,2.5,0,0
latly,0,0,2.5
latter,8.00392278,0,1.660964047
lau,2.5,0,0
laud,0,2.5,0
laudable,7.5,0,0
lauded,0,0,2.5
lauderdale,5,0,0
laugh,4.742632391,1.230143399,1.570297268
laughable,9.162168319,0,1.53089535
laughably,10,0,0
laughed,2.512941595,1.142777131,3.02120993
laugher,2.5,0,0
laughin,2.5,0,0
laughing,2.512941595,1.430676558,2.512941595
laughingly,2.5,0,0
laughs,9.547874667,0.87250287,1.183294662
laughter,2.5,0,0
laugther,2.5,0,0
launch,2.095903274,0,5.678873587
launched,0,0,2.5
launching,0,0,5
laundry,1.660964047,1.660964047,3.321928095
laur,0,0,2.5
laura,0,0,2.5
laurasbrown,5,0,0
laurels,0,2.5,0
lauren,0,0,5
laurenfisher,0,0,2.5
laurenrodriguez,0,0,2.5
laurieameacham,0,0,2.5
lav,2.5,0,0
lavalier,0,0,2.5
lavanyaj,0,0,2.5
lavatory,5,0,0
lavish,10.31885116,1.430676558,0
lavishly,2.095903274,5.678873587,0
lawdy,0,0,2.5
lawrence,7.5,0,0
lax,4.060234289,1.751920068,1.274401414
lay,1.142777131,1.430676558,5.678873587
layer,1.285097209,5.678873587,1.285097209
layered,6.843313779,0,1.838005394
layering,0,0,2.5
laying,5.912178172,0,2.035160682
layla,0,0,2.5
layover,14.93723606,1.183294662,0
lays,2.095903274,0,5.678873587
lazboy,0,0,2.5
laze,0,0,2.5
lazier,2.5,0,0
laziest,3.321928095,3.321928095,0
lazily,5,0,0
laziness,0,0,2.5
lazy,2.28994035,1.518507538,2.615507785
lb,0,0,2.5
lbran,0,0,2.5
lbs,1.53089535,0,9.162168319
lc,0,0,2.5
lcd,0,10,0
lcgabe,0,0,2.5
lchin,0,0,2.5
lcr,0,0,2.5
ldc,0,10,0
le,5.094382474,0.960252568,1.772196759
lea,0,0,5
lead,1.230143399,4.021847865,1.819267021
leaden,6.455696236,1.912489289,0
leading,3.321928095,2.978033117,0.706727092
leads,3.798794065,0,2.9203673
leafing,2.5,0,0
league,0,0,7.5
leah,0,0,2.5
leahmackin,0,0,2.5
leak,0,10.31885116,1.430676558
leaked,0,0,5
leaking,0,0,5
leaks,1.660964047,3.321928095,1.660964047
leaky,5.678873587,2.095903274,0
lean,1.075941077,3.620480759,2.210933339
leanest,2.5,0,0
leaning,0,2.630116867,4.271985235
leans,8.46744983,0,1.604494406
leap,0,4.11458208,2.717562738
leaping,4.507575552,0,2.512941595
leaps,2.5,0,0
leapt,0,0,2.5
lear,7.5,0,0
learn,1.772196759,2.641066956,1.961115903
learned,1.859361278,1.935622002,2.553032488
learning,0.845115766,2.257809544,4.144875147
learns,5.678873587,2.095903274,0
learnt,2.095903274,2.095903274,2.095903274
leary,0,0,2.5
least,2.332978395,1.416704078,2.731634942
leat,0,2.5,0
leather,0.861053515,2.375266938,3.871796827
leatherman,0,0,2.5
leav,2.5,0,0
leave,2.596602869,1.683495027,2.095903274
leavened,7.5,0,0
leaves,3.255311075,1.29520743,2.122929926
leavi,2.5,0,0
leavin,0,2.5,0
leaving,6.705399476,1.036190661,1.352641271
leblanc,2.5,0,0
lecherous,2.5,0,0
lectured,2.5,0,0
led,0.710964403,2.73861936,3.620480759
lee,1.912489289,1.430676558,3.321928095
leebrownhill,0,0,2.5
leers,2.5,0,0
leery,0,0,5
left,3.13267825,1.796697917,1.627157818
leftover,0,12.62925314,1.285097209
lefty,0,0,2.5
leg,3.917382327,1.047951637,2.095903274
legacy,0,0,2.5
legal,2.595037532,1.327443614,2.595037532
legalizes,0,2.5,0
legallove,0,0,2.5
legally,8.00392278,1.660964047,0
legend,0,0,5
legendary,2.512941595,1,3.321928095
legends,0,2.5,0
legged,9.162168319,0,1.53089535
legit,0,0,5
legitima,0,0,2.5
legitimate,2.095903274,2.095903274,2.095903274
legitimately,2.5,0,0
legroom,5,0,0
legs,0,0,12.5
leguizamo,3.321928095,3.321928095,0
leigh,3.798794065,0.960252568,2.276179338
leighton,0,0,2.5
leisurely,0,5,0
lejewski,0,0,2.5
lem,1.660964047,0,8.00392278
lemon,0.960252568,0,24.15885793
lemonade,0,0,2.5
lend,2.095903274,3.321928095,1.285097209
lended,0,0,2.5
lending,2.5,0,0
lends,6.843313779,1.183294662,1.183294662
length,1.285097209,1.285097209,5.678873587
lengthy,5.094382474,1.35068935,1.35068935
lens,0,0,2.5
lensed,2.5,0,0
lenses,0,0,2.5
lent,0,2.5,0
lentsexbot,0,0,2.5
leo,0,0,5
leonard,3.321928095,0,3.321928095
leonine,5,0,0
leontine,2.5,0,0
leroy,2.5,0,0
les,1.942087662,1.047951637,4.271985235
lesbian,1.660964047,0,8.00392278
leslie,0,0,7.5
lesliewolfson,2.5,0,0
less,2.410648387,1.656905623,2.291484844
lesse,0,0,2.5
lessen,5,0,0
lessening,2.5,0,0
lesser,4.507575552,1.430676558,1.430676558
lesson,0,0,2.5
lest,10.31885116,0,1.430676558
let,3.383065408,1.219104158,2.148599975
letdown,0,2.5,0
lethal,0,2.5,0
lethally,2.5,0,0
lethargic,2.5,0,0
lethargically,3.321928095,0,3.321928095
lets,2.481269306,1.268439277,2.819165837
lettering,0,0,2.5
letterman,0,0,2.5
lettersare,0,2.5,0
letting,4.00196139,1.195967393,1.868763463
levarburton,0,0,2.5
level,0,0,10
leveled,0,0,2.5
leveling,0,10.31885116,1.430676558
lever,0,2.5,0
leverage,12.5,0,0
levers,0,0,2.5
levy,1.660964047,0,8.00392278
lewis,10.31885116,0,1.430676558
lex,0,3.321928095,3.321928095
lexaah,0,0,2.5
lexan,0,0,2.5
lexicon,0,0,2.5
lexington,2.5,0,0
lexykiddle,0,0,2.5
lfta,0,0,5
lg,0,0,2.5
lga,7.714034102,1.402110708,0.840101966
lgb,2.5,0,0
lh,8.00392278,1.660964047,0
lhr,1.430676558,2.512941595,2.512941595
lhrt,0,0,2.5
li,2.095903274,1.53089535,2.839436794
liable,3.321928095,0,3.321928095
liamgallagher,0,0,2.5
liang,5,0,0
liar,0,0,2.5
libaudio,0,0,2.5
libbyoliver,0,0,2.5
libcamera,0,0,2.5
liberal,4.11458208,1.183294662,1.838005394
liberally,2.5,0,0
liberated,0,2.5,0
liberating,10.31885116,0,1.430676558
libertine,0,0,2.5
libidinous,2.5,0,0
librarian,5,0,0
library,0,7.230516926,1.772196759
license,0,2.5,0
lick,3.321928095,0,3.321928095
licking,0,0,7.5
lid,0,0,7.5
lie,3.001068269,2.46447857,1.183294662
lied,11.47444617,0,1.35068935
lieflat,0,0,2.5
lies,5.678873587,0.79663977,1.797583147
lifeless,4.899079389,1.660964047,1.107309365
lifelike,0,0,2.5
lifelong,2.095903274,0,5.678873587
lifes,0,0,2.5
lifespan,0,0,5
lifestyle,8.00392278,0,1.660964047
lifetime,1.183294662,1.49475316,5.211440485
lift,5.289431441,1.075941077,1.591371127
lifted,1.660964047,1.660964047,3.321928095
liftin,0,2.5,0
lifting,1.660964047,0,8.00392278
lifts,4.11458208,1.183294662,1.838005394
light,1.646737886,1.660964047,3.350616115
lighted,1.430676558,2.512941595,2.512941595
lighten,3.321928095,0,3.321928095
lightening,0,0,5
lightens,0,2.5,0
lighter,1.193105027,1.547356089,4.967041631
lightest,2.095903274,2.095903274,2.095903274
lighthearted,3.321928095,1.660964047,1.660964047
lighting,1.388581659,3.103476472,2.095903274
lightly,2.512941595,1.660964047,2.193309742
lightning,0,0,10
lightweight,1.302616224,1.8740538,3.69875592
lightyears,2.5,0,0
liiiittle,0,0,2.5
liitle,0,0,2.5
lik,1.183294662,0,14.93723606
likable,3.719611071,1.570297268,1.570297268
likably,3.321928095,3.321928095,0
like,1.920484911,1.920484911,2.492361006
likeable,6.455696236,1.430676558,1
likeagirl,0,2.5,0
liked,1.27207013,2.220603264,3.15341209
likely,2.886269151,1.544406243,2.045906595
likened,0,0,2.5
likes,0,2.797113981,3.98317474
likewise,0,10,0
likey,0,0,2.5
liking,1.660964047,1,5.345117011
lil,1.142777131,1.430676558,5.678873587
lilbrass,0,0,2.5
lilia,8.00392278,1.660964047,0
lillard,0,2.5,0
lilly,0,0,2.5
lilo,10,0,0
lily,3.321928095,0,3.321928095
lilyallen,0,0,2.5
lilyofoz,0,0,2.5
lilyroseallen,0,0,10
lim,2.5,0,0
lima,2.5,0,0
limabeanthegrey,0,0,2.5
liman,3.321928095,3.321928095,0
limbic,0,2.5,0
limborg,105,0,0
limbs,2.5,0,0
lime,0,2.5,0
limewire,0,0,2.5
limit,1.570297268,6.261707716,0.897711718
limited,2.141776665,2.967864983,1.423628314
limiting,0,3.321928095,3.321928095
limits,0,5,0
limp,3.321928095,1.285097209,2.095903274
limpid,2.5,0,0
limping,0,3.321928095,3.321928095
limply,2.5,0,0
limting,0,0,2.5
lina,2.5,0,0
lindaawi,0,0,2.5
lindaswc,2.5,0,0
lindsey,0,2.5,0
lindseylobo,0,0,2.5
lindvallen,0,0,2.5
linear,2.5,0,0
lined,1.183294662,1.183294662,6.843313779
lineing,0,10,0
liners,0,2.5,0
lineup,0,3.321928095,3.321928095
linger,3.321928095,0,3.321928095
lingered,2.5,0,0
lingerie,3.321928095,0,3.321928095
lingering,12.5,0,0
lingers,8.00392278,0,1.660964047
lingo,0,0,2.5
lingual,2.5,0,0
linguistic,0,2.5,0
lining,2.095903274,0,5.678873587
link,3.02120993,1.142777131,2.512941595
linked,1.953570044,2.978033117,1.570297268
linking,4.507575552,2.512941595,0
linseed,0,0,2.5
lint,0,0,2.5
linty,0,0,2.5
linus,0,0,2.5
linux,0,0,5
lionel,0,0,2.5
lioness,2.5,0,0
lionize,2.5,0,0
lip,0,0,5
lipped,2.5,0,0
lipstick,2.5,0,0
liquidthe,0,0,2.5
liquify,0,0,2.5
lis,0,0,2.5
lisa,2.512941595,0,4.507575552
lisagoldfish,0,0,2.5
lisakimfleming,0,0,2.5
lisping,2.5,0,0
lisshill,0,0,2.5
list,1.660964047,0,8.00392278
listed,2.676798077,1.396641523,2.409793315
listen,1.071750238,1.912489289,4.271985235
listened,0,1,21.85434533
listener,0,2.5,0
listening,1.073676052,0.742747273,13.01405006
listens,2.5,0,0
listing,0,2.5,0
listless,20,0,0
lists,0,2.5,0
lit,1.742065383,3.02120993,1.742065383
lite,17.62809583,0.591647331,1.008851587
literal,4.899079389,1.107309365,1.660964047
literally,2.680128596,1.820804823,1.88154218
literarily,2.5,0,0
literary,4.11458208,1.838005394,1.183294662
literate,4.11458208,1.183294662,1.838005394
literature,2.5,0,0
litle,0,0,2.5
litlle,0,10,0
litmus,2.5,0,0
litrik,0,0,2.5
litte,0,0,5
litter,2.5,0,0
litterally,0,0,2.5
littered,8.00392278,0,1.660964047
littl,0,0,7.5
little,1.55770306,1.859715211,3.155285429
littlebrownpen,0,0,2.5
littlefletcher,0,0,7.5
littlefoxy,0,0,2.5
littleunred,0,0,2.5
littrellfans,0,0,2.5
liv,2.5,0,0
live,1.386331235,1.26200213,5.32125399
liveable,0,0,2.5
lived,2.375266938,1.461461094,2.609489265
livelier,3.321928095,3.321928095,0
liveliness,2.5,0,0
lively,2.305977578,1.724781463,2.305977578
livemercial,0,0,2.5
liven,1.430676558,2.512941595,2.512941595
livens,0,0,2.5
liver,0,0,2.5
liverpool,0,0,2.5
livery,0,0,2.5
lives,1.660964047,0.830482024,6.145250461
livid,2.5,0,0
living,3.137168659,1.256470797,2.253787776
liyan,2.5,0,0
liz,0,0,7.5
liza,2.5,0,0
lizlin,0,0,2.5
lj,0,0,2.5
ljaymusic,0,0,2.5
ljubljana,0,0,2.5
lk,0,0,2.5
lkenner,0,0,2.5
ll,2.023730141,1.559848617,2.891331339
