,negative,neutral,positive
ablaz,3.321928094887363,0.0,3.321928094887363
abler,0.0,0.0,2.5
ablest,0.0,0.0,2.5
ableto,2.095903274289385,0.0,5.678873587267573
ableton,0.0,0.0,2.5
abli,1.8815421796317378,0.5456999379736752,6.233984318790134
ablum,0.0,0.0,2.5
abneg,0.0,0.0,2.5
abnorm,3.8237780619932944,0.0,2.9027939409368027
abnoth,2.5,0.0,0.0
abo,3.321928094887363,0.0,3.321928094887363
aboard,5.159425579258086,0.0,2.2537877759719245
abolish,1.9535700439406751,0.0,6.261707715779571
abolitiong,2.5,0.0,0.0
abolitionist,0.0,0.0,5.0
abolut,0.0,0.0,5.0
abomin,8.776290847640777,0.0,1.5702972679322118
abook,2.5,0.0,0.0
aboout,0.0,0.0,2.5
aborb,0.0,2.5,0.0
aborigin,2.576123340966972,0.0,4.376763563241703
aborigine,2.5,0.0,0.0
abort,4.563586685966588,0.0,2.4872121549837187
abortionist,3.321928094887363,0.0,3.321928094887363
aboslut,0.0,0.0,5.0
abosolut,2.5,0.0,0.0
abosrb,2.5,0.0,0.0
abosult,0.0,0.0,2.5
abot,2.5,0.0,0.0
abou,5.678873587267573,0.0,2.095903274289385
abought,2.5,0.0,0.0
aboul,0.0,2.5,0.0
abound,4.4052156897242165,0.0,2.561996394153202
about,3.6626325146320595,0.5652380049082548,2.881075880764291
aboutagir,0.0,0.0,2.5
aboutan,0.0,0.0,2.5
abouteveri,2.5,0.0,0.0
abouth,2.5,0.0,0.0
aboutyet,0.0,0.0,2.5
abov,2.773035227800612,0.5416129012574903,3.8498584841549897
abovement,0.0,0.0,2.5
abq,0.0,2.5,0.0
abr,2.51294159473206,0.0,4.507575551943847
abracadabra,2.5,0.0,0.0
abracadabrantesqu,2.5,0.0,0.0
abraham,3.4548505246502272,0.0,3.1956108263448426
abrahimi,0.0,0.0,2.5
abram,1.4306765580733931,0.0,10.318851158516171
abras,2.8836103946155047,0.0,3.851526570091436
abraxa,5.0,0.0,0.0
abreast,0.0,0.0,2.5
abrevi,0.0,0.0,2.5
abrham,0.0,0.0,2.5
abridg,5.678873587267573,0.0,2.095903274289385
abril,0.0,0.0,7.5
abroad,2.707863545019221,0.48986165536421117,4.016048198319545
abroard,0.0,0.0,2.5
abrog,2.5,0.0,0.0
abroken,0.0,0.0,2.5
abromowitz,2.5,0.0,0.0
abrubt,5.0,0.0,0.0
abrupt,3.9353318559003814,0.46015383703422635,2.775673572261295
absa,0.0,0.0,2.5
absalom,0.0,0.0,2.5
abscess,2.5,0.0,0.0
abscond,2.8394367936337863,0.0,3.9173823267621817
abseil,2.5,0.0,0.0
absenc,0.0,0.0,2.5
absent,6.116128207694194,0.0,1.9862938042850946
absentmind,3.321928094887363,0.0,3.321928094887363
absinth,2.5,0.0,0.0
abslut,0.0,0.0,2.5
absolom,0.0,0.0,2.5
absolout,8.003922779651097,0.0,1.6609640474436815
absoluet,3.321928094887363,0.0,3.321928094887363
absolut,3.6872393034762467,0.4162822789796556,2.9693503426515493
absolutelli,0.0,0.0,2.5
absolutelynoth,2.5,0.0,0.0
absolutey,2.5,0.0,0.0
absolutl,5.678873587267573,0.0,2.095903274289385
absolutley,2.437986966796919,0.0,4.675522918696934
absolv,4.271985235273362,0.0,2.6301168673979136
absorb,2.685899419284801,0.5572929319822345,3.9667323969228434
absorpt,0.0,0.0,2.5
absoul,0.0,0.0,2.5
absoult,5.678873587267573,0.0,2.095903274289385
absoulti,0.0,0.0,2.5
absoulut,0.0,2.095903274289385,5.678873587267573
absoulutley,3.321928094887363,0.0,3.321928094887363
absout,0.0,0.0,10.0
absoutley,3.321928094887363,0.0,3.321928094887363
abstain,2.51294159473206,0.0,4.507575551943847
abstin,2.5,0.0,0.0
abstract,2.426121873004559,0.4776868449810208,4.579584486472802
abstractfor,0.0,0.0,2.5
abstrus,3.321928094887363,0.0,3.321928094887363
absu,0.0,0.0,2.5
absuloot,2.5,0.0,0.0
absurd,6.941791761391388,0.43100730586956404,1.7962406002917013
absurdest,0.0,0.0,2.5
absurdist,1.619957991616747,0.861053514541099,6.197015431497114
absym,2.5,0.0,0.0
abt,4.507575551943847,0.0,2.51294159473206
abtrubt,2.5,0.0,0.0
abu,1.8815421796317378,0.0,6.610797698940938
abud,2.5,0.0,0.0
abuelita,2.5,0.0,0.0
abund,3.5802417716672474,0.0,3.0874405274049463
abundatrad,5.0,0.0,0.0
abus,2.9083031876395022,0.6207267486972519,3.546651226219703
abusin,2.5,0.0,0.0
abut,2.095903274289385,0.0,5.678873587267573
abuzz,0.0,0.0,5.0
abvious,5.678873587267573,0.0,2.095903274289385
abwehr,0.0,0.0,2.5
abydo,0.0,0.0,5.0
abysm,21.18211678190739,0.0,1.013022732082713
abyss,2.095903274289385,0.0,5.678873587267573
abyssm,5.0,0.0,0.0
abysym,2.5,0.0,0.0
ac,2.9203673004336506,0.9152939329545677,3.0041093549891467
acacia,10.0,0.0,0.0
acadami,3.321928094887363,0.0,3.321928094887363
academ,4.263083380701044,0.0,2.634852742504489
academi,2.0816031547456886,0.0,5.731919249095936
academian,0.0,0.0,2.5
acadia,0.0,0.0,2.5
acadmey,0.0,0.0,2.5
acapulco,0.0,0.0,5.0
acatit,0.0,0.0,2.5
acc,0.0,5.678873587267573,2.095903274289385
accdient,2.5,0.0,0.0
acced,2.51294159473206,0.0,4.507575551943847
acceess,0.0,0.0,2.5
acceler,3.103476471903321,0.6160483210529383,3.321928094887363
accelerati,0.0,0.0,2.5
accent,4.255134536315104,0.0,2.639101975915442
accentu,1.8982210367373267,0.0,6.52620634295784
acceot,2.5,0.0,0.0
accept,3.0092329772123416,0.4394261631963318,3.62085329422524
acceptebl,2.5,0.0,0.0
acces,2.095903274289385,0.0,5.678873587267573
access,1.5286834677175833,0.7104869806572663,7.617369497207078
accessabilti,2.5,0.0,0.0
accessari,0.0,0.0,2.5
accessor,3.321928094887363,0.0,3.321928094887363
accessori,0.0,2.095903274289385,5.678873587267573
accid,2.4097933153777453,0.0,4.742632390555292
accident,3.2383489435385293,0.5980511219807114,3.2056788199911517
accidenti,2.095903274289385,0.0,5.678873587267573
accidentili,2.5,0.0,0.0
acciend,2.5,0.0,0.0
acclai,0.0,0.0,2.5
acclaim,2.496958718726013,0.0,4.542174152451807
acclim,2.095903274289385,0.0,5.678873587267573
accolad,5.678873587267573,0.0,2.095903274289385
accomad,0.0,10.0,0.0
accomid,0.0,10.318851158516171,1.4306765580733931
accommid,0.0,0.0,2.5
accommod,3.3776186865237308,0.6103183135046248,3.0605805570862508
accomod,2.2363458328106818,0.0,5.211440485380426
accompagni,2.5,0.0,0.0
accompani,2.599202651988004,0.37027386367917653,4.303733648387684
accompanist,0.0,0.0,2.5
accomplic,3.321928094887363,0.0,3.321928094887363
accomplish,2.3818886666174133,0.5626365694170705,4.551549396818184
accoplish,0.0,0.0,2.5
accord,4.635076904418492,0.3806093458551821,2.4397270769922805
accordian,2.095903274289385,0.0,5.678873587267573
accordion,0.0,0.0,2.5
accordionist,0.0,0.0,2.5
accorid,2.5,0.0,0.0
accost,3.321928094887363,0.0,3.321928094887363
accostum,2.5,0.0,0.0
account,3.698755920410016,0.718940800971297,2.67449925650686
accountbas,0.0,0.0,2.5
accoust,1.285097208938469,0.0,12.62925313651334
accout,2.5,0.0,0.0
accowmplish,2.5,0.0,0.0
accredit,3.321928094887363,0.0,3.321928094887363
accru,2.717562737549928,0.0,4.1145820804822515
accrur,2.5,0.0,0.0
accsess,0.0,0.0,2.5
acct,5.0,0.0,0.0
acctual,2.51294159473206,0.0,4.507575551943847
acctuali,2.5,0.0,0.0
accu,5.678873587267573,0.0,2.095903274289385
accugreen,2.5,0.0,0.0
accuir,2.5,0.0,0.0
accultur,0.0,0.0,2.5
accumul,2.5695969925870994,0.0,4.389852586341185
accur,2.6506587980034593,0.49110376720750526,4.112891570602963
accuraci,5.678873587267573,0.0,2.095903274289385
accuratetri,2.5,0.0,0.0
accurr,5.678873587267573,0.0,2.095903274289385
accurs,5.0,0.0,0.0
accus,2.656939448833508,0.0,4.222156365175767
accusatori,3.321928094887363,0.0,3.321928094887363
accusplit,7.5,0.0,0.0
accuss,0.0,0.0,2.5
accustom,1.9634563927295117,0.0,6.216922378827405
accut,2.5,0.0,0.0
acdc,0.0,0.0,2.5
acdelco,0.0,0.0,2.5
ace,2.19330974196567,0.0,5.345117011325181
acedem,0.0,0.0,2.5
acerb,2.3858985318574284,0.0,4.801322650839046
acess,0.0,0.0,2.5
acet,0.0,0.0,2.5
acetylen,2.5,0.0,0.0
ach,2.550301736963706,0.4889203369695812,4.302747841400719
achad,2.5,0.0,0.0
acharya,5.0,0.0,0.0
acheaolog,0.0,0.0,2.5
acheiv,1.4306765580733931,0.0,10.318851158516171
achero,2.5,0.0,0.0
achi,2.5,0.0,0.0
achicken,0.0,0.0,2.5
achiev,2.445948179390444,0.4843886410953182,4.526652942639826
achil,2.5,0.0,0.0
achild,2.5,0.0,0.0
achill,2.717562737549928,0.0,4.1145820804822515
achillea,0.0,0.0,2.5
achiv,5.678873587267573,0.0,2.095903274289385
achm,0.0,0.0,2.5
achohol,0.0,0.0,2.5
acholo,2.5,0.0,0.0
achoo,0.0,0.0,2.5
achronolog,5.678873587267573,0.0,2.095903274289385
achtung,0.0,0.0,10.0
acid,2.6062056862702123,0.5333159078712728,4.139196067366787
acidi,0.0,0.0,2.5
acidifi,0.0,0.0,2.5
acidophillus,2.5,0.0,0.0
acious,2.5,0.0,0.0
ack,2.5,0.0,0.0
ackerman,2.5,0.0,0.0
ackland,0.0,0.0,5.0
acknowledg,3.154880695678589,0.42619333531185105,3.4548505246502272
acknowledgeit,2.5,0.0,0.0
ackroyd,1.0479516371446924,0.0,19.549378059091087
ackward,0.0,0.0,2.5
acl,0.0,0.0,2.5
aclear,0.0,0.0,2.5
acm,0.0,0.0,17.5
acmi,2.5,0.0,0.0
acn,0.8977117175026231,0.0,28.766956540068726
acolyt,3.321928094887363,0.0,3.321928094887363
acommod,2.5,0.0,0.0
acompa,0.0,0.0,2.5
acondit,0.0,0.0,2.5
acontecimiento,0.0,0.0,2.5
acopi,2.5,0.0,0.0
acord,3.321928094887363,0.0,3.321928094887363
acorn,6.8433137786230045,0.0,1.8380053935977752
acosta,0.0,0.0,2.5
acoupl,2.5,0.0,0.0
acoust,1.5639700626037218,1.2226496974016958,4.792550125602116
acoustason,0.0,0.0,5.0
acoustic,2.5,0.0,0.0
acp,0.0,0.0,2.5
acqir,2.5,0.0,0.0
acquaint,2.3110587295347202,0.0,4.996764596844298
acquart,0.0,0.0,2.5
acquiesc,0.0,0.0,7.5
acquir,2.65247696291653,0.41918065485787703,4.17574477198947
acquisit,0.0,0.0,2.5
acquit,3.321928094887363,0.0,3.321928094887363
acquitt,8.003922779651097,0.0,1.6609640474436815
acr,2.2363458328106818,0.0,5.211440485380426
acrid,2.095903274289385,0.0,5.678873587267573
acrimoni,0.0,0.0,5.0
acrobat,3.5058721616899073,0.0,3.150396013176948
acrobatti,0.0,0.0,17.5
acronym,2.095903274289385,0.0,5.678873587267573
across,3.0389712882734123,0.0,3.6403209042347373
acrost,0.0,0.0,2.5
acryl,1.530895350152348,0.0,9.162168319362612
act,4.685096233478296,0.389285550243276,2.416092218725853
actal,2.5,0.0,0.0
actaulli,3.321928094887363,0.0,3.321928094887363
acti,2.5,0.0,0.0
actic,0.0,0.0,2.5
action,3.9173823267621817,0.0,2.8394367936337863
actionless,5.0,0.0,0.0
actionpack,2.095903274289385,0.0,5.678873587267573
actionscen,2.5,0.0,0.0
actionscript,0.0,0.0,5.0
actiontec,5.0,0.0,0.0
actium,2.5,0.0,0.0
activ,2.6831559029437204,0.9331270265315408,3.239620334231062
activex,2.5,0.0,0.0
activi,0.0,0.0,2.5
activist,1.9124892893931982,0.0,6.4556962358128835
acto,5.0,0.0,0.0
actoin,0.0,0.0,2.5
actor,2.576123340966972,0.0,4.376763563241703
actori,2.5,0.0,0.0
actorish,2.5,0.0,0.0
actra,2.5,0.0,0.0
actress,3.321928094887363,0.4112918086306602,3.286673894357691
actriss,2.5,0.0,0.0
actshoal,2.5,0.0,0.0
actual,4.220529970698181,0.49130934549383415,2.591523867338449
actuali,3.798794064681797,0.0,2.9203673004336506
actualit,0.0,0.0,2.5
actuallybrought,2.5,0.0,0.0
actuallynot,2.5,0.0,0.0
actuar,2.5,0.0,0.0
actuari,0.0,0.0,2.5
actuat,0.0,0.0,10.0
actuelli,0.0,0.0,2.5
actullay,0.0,0.0,2.5
actulli,8.003922779651097,0.0,1.6609640474436815
actullli,2.5,0.0,0.0
actur,2.5,0.0,0.0
acual,4.899079389427794,0.0,2.3475901497877913
acuhu,0.0,0.0,2.5
acultur,0.0,0.0,2.5
acuna,0.0,0.0,2.5
acupat,2.5,0.0,0.0
acur,1.8380053935977752,0.0,6.8433137786230045
acuret,2.5,0.0,0.0
acus,0.0,0.0,5.0
acuss,0.0,0.0,2.5
acust,0.0,0.0,2.5
acustom,2.5,0.0,0.0
acut,2.5950375316654903,0.0,4.339356391946547
acutu,2.5,0.0,0.0
acw,0.0,2.5,0.0
ad,2.7050184243165534,0.5009102251724621,4.00846333011369
ada,2.941625832534105,0.0,3.7691125563864567
adaba,0.0,0.0,5.0
adabt,2.5,0.0,0.0
adagio,3.321928094887363,0.0,3.321928094887363
adah,3.321928094887363,0.0,3.321928094887363
adair,0.0,0.0,2.5
adajani,2.5,0.0,0.0
adalbert,0.0,0.0,2.5
adam,3.143586506408431,0.4732992160041568,3.4352866297134965
adama,4.899079389427794,0.0,2.3475901497877913
adamantium,5.0,0.0,0.0
adamason,0.0,0.0,2.5
adamo,2.5,0.0,0.0
adamson,3.719611071037446,0.0,2.978033117136071
adapt,2.5642927228407246,0.4150949495157583,4.3457397132923585
adaptec,2.5,0.0,0.0
adapterfor,0.0,0.0,2.5
adaptor,0.0,0.0,2.5
adasql,0.0,0.0,2.5
adatp,0.0,0.0,2.5
adavnc,0.0,0.0,2.5
aday,0.0,0.0,12.5
add,2.6846866648536567,0.6683855473132784,3.781532484429939
addam,10.318851158516171,0.0,1.4306765580733931
addario,0.861053514541099,1.1623338645535959,9.933429939036653
addcaptiv,2.5,0.0,0.0
addel,0.0,0.0,2.5
addendom,2.5,0.0,0.0
addendum,2.5,0.0,0.0
addessi,0.0,2.5,0.0
addi,4.899079389427794,0.0,2.3475901497877913
addict,1.9622964023836793,0.0,6.22214046373297
addicus,0.0,0.0,2.5
addio,2.5,0.0,0.0
addion,2.5,0.0,0.0
addison,5.678873587267573,0.0,2.095903274289385
addit,2.591670568880318,0.6581586855658176,3.9525393708483425
additiona,2.5,0.0,0.0
additon,3.321928094887363,3.321928094887363,0.0
addl,6.0120931413889656,0.0,2.010759005174987
addor,2.5,0.0,0.0
addres,0.0,0.0,2.5
address,2.7540848397401883,0.6188310084058402,3.7636144048142066
addtion,0.0,0.0,5.0
addtl,0.0,0.0,2.5
ade,3.321928094887363,0.0,3.321928094887363
adebisi,0.0,0.0,5.0
adel,0.9068959390410345,0.0,27.999007058250122
adela,3.321928094887363,0.0,3.321928094887363
adelaid,1.0227839387232256,0.0,20.701928028661634
adelight,0.0,0.0,5.0
adelin,2.095903274289385,0.0,5.678873587267573
adell,0.0,0.0,2.5
adelphia,0.0,0.0,2.5
ademir,0.0,0.0,2.5
aden,3.321928094887363,0.0,3.321928094887363
adenin,2.5,0.0,0.0
adenoid,2.51294159473206,0.0,4.507575551943847
adentro,0.0,0.0,10.0
adeosun,2.5,0.0,0.0
adept,1.8380053935977752,0.0,6.8433137786230045
adequ,3.370555334782387,0.8791324147488443,2.6697009394902174
adequit,0.0,0.0,2.5
adequt,0.0,0.0,2.5
adetokumboh,0.0,0.0,2.5
adf,0.0,0.0,2.5
adhd,0.0,0.0,7.5
adher,2.489418988806642,0.0,4.558717320956961
adhes,2.4097933153777453,0.0,4.742632390555292
adi,5.678873587267573,0.0,2.095903274289385
adibah,0.0,0.0,2.5
adibisi,2.5,0.0,0.0
adibl,0.0,0.0,2.5
adict,0.0,0.0,5.0
adida,2.5,0.0,0.0
adien,0.0,0.0,2.5
adio,5.0,0.0,0.0
aditiya,0.0,0.0,2.5
aditya,3.0212099296053805,0.0,3.662986595046085
adj,2.5,0.0,0.0
adjac,3.5211682165513474,0.7153382790366966,2.8046767821586527
adjani,0.0,0.0,17.5
adject,3.5058721616899073,0.0,3.150396013176948
adjl,2.5,0.0,0.0
adjoin,3.321928094887363,0.0,3.321928094887363
adjourn,0.0,0.0,2.5
adjunct,3.321928094887363,0.0,3.321928094887363
adjust,1.4984730627436407,1.1623338645535959,5.287618115376036
adjustin,2.5,0.0,0.0
adjut,0.0,0.0,5.0
adk,2.5,0.0,0.0
adkin,0.0,0.0,10.0
adl,2.5,0.0,0.0
adlai,0.0,0.0,2.5
adler,0.0,0.0,5.0
adm,0.0,0.0,5.0
adma,2.5,0.0,0.0
admar,0.0,0.0,2.5
adment,2.5,0.0,0.0
admin,8.003922779651097,0.0,1.6609640474436815
administ,3.7556162037993324,0.0,2.9514322065841454
administr,3.9173823267621817,0.0,2.8394367936337863
adminsitr,0.0,0.0,2.5
admir,2.5166060579867495,0.5072558303344012,4.347009071673744
admirib,0.0,0.0,2.5
admiss,5.678873587267573,0.0,2.095903274289385
admist,0.0,0.0,2.5
admistr,2.5,0.0,0.0
admit,3.2176084735396913,0.39462892572814234,3.401634364867736
admitt,0.0,0.0,5.0
admittad,2.5,0.0,0.0
admonish,1.9535700439406751,0.0,6.261707715779571
adn,3.321928094887363,0.0,3.321928094887363
ado,4.507575551943847,0.0,2.51294159473206
adob,3.321928094887363,0.0,3.321928094887363
adobo,0.0,2.5,0.0
adobt,0.0,0.0,2.5
adolec,3.321928094887363,0.0,3.321928094887363
adolesc,2.9607452315402925,0.5732981842360998,3.547420324651645
adolf,2.6301168673979136,0.0,4.271985235273362
adolfo,0.0,0.0,2.5
adolosc,2.5,0.0,0.0
adolph,2.785345075685467,0.0,4.0019613898255475
adon,3.321928094887363,0.0,3.321928094887363
adoni,7.5,0.0,0.0
adonijah,12.5,0.0,0.0
adoor,0.0,0.0,2.5
adopt,2.393290148444625,0.5200249070252608,4.596670457058311
ador,1.985136351755263,0.3643925798557121,6.078680501093121
adorama,0.0,0.0,5.0
adorbl,0.0,0.0,2.5
adore,0.0,0.0,7.5
adorf,0.0,0.0,2.5
adorn,3.0010682689456636,0.6910095361682883,3.321928094887363
adotp,0.0,0.0,2.5
adout,0.0,0.0,2.5
adp,0.0,0.0,2.5
adquirido,0.0,0.0,2.5
adquirirlo,0.0,0.0,2.5
adr,10.0,0.0,0.0
adren,5.0,0.0,0.0
adrenalin,2.6301168673979136,0.0,4.271985235273362
adreno,2.5,0.0,0.0
adress,0.0,0.0,5.0
adri,2.5,0.0,0.0
adrian,2.51294159473206,0.4947582101588188,4.370675034026926
adriana,1.4306765580733931,0.0,10.318851158516171
adriann,8.003922779651097,0.0,1.6609640474436815
adriano,5.0,0.0,0.0
adriat,1.6609640474436815,0.0,8.003922779651097
adrien,4.1145820804822515,0.0,2.717562737549928
adrienn,5.289431441108701,0.0,2.2109333391015227
adriensen,2.5,0.0,0.0
adrift,4.507575551943847,0.0,2.51294159473206
adriv,2.5,0.0,0.0
adroit,1.4306765580733931,1.0,6.4556962358128835
adsens,2.5,0.0,0.0
adsorb,2.5,0.0,0.0
adter,2.5,0.0,0.0
adtmit,0.0,0.0,2.5
aduh,2.5,0.0,0.0
adul,0.0,0.0,2.5
adult,2.356184926814306,0.4406231753591536,4.78892561646228
adulter,3.4358856466259087,0.0,3.212860067744406
adulteress,3.321928094887363,0.0,3.321928094887363
adulteri,2.978033117136071,0.0,3.719611071037446
adulthood,2.6619559702796276,0.0,4.212993519393615
adultri,2.5,0.0,0.0
adust,0.0,0.0,2.5
adv,6.4556962358128835,0.0,1.9124892893931982
advanc,2.7691329277192227,0.3701554080932367,4.003498264283691
advani,5.0,0.0,0.0
advantag,2.6619559702796276,0.7820114830995407,3.5873976034096917
advantix,2.095903274289385,0.0,5.678873587267573
advent,3.6204807592266683,0.0,3.054750901711627
adventer,0.0,0.0,10.0
adventist,1.6609640474436815,0.0,8.003922779651097
adventiti,2.5,0.0,0.0
adventouro,0.0,0.0,2.5
adventur,2.0035440754228526,0.41918065485787703,5.948049873336782
adventuresom,5.678873587267573,0.0,2.095903274289385
adveris,2.5,0.0,0.0
advers,2.941625832534105,0.0,3.7691125563864567
adversari,1.7721967586109773,0.0,7.230516925979993
adversli,0.0,0.0,2.5
advert,5.678873587267573,0.0,2.095903274289385
advertain,2.5,0.0,0.0
adverter,0.0,0.0,2.5
adverties,2.5,0.0,0.0
advertis,3.678061498334218,0.701411204726592,2.711552903390061
advertisedat,2.5,0.0,0.0
advertisedmbl,2.5,0.0,0.0
advertori,2.5,0.0,0.0
advic,2.2537877759719245,0.0,5.159425579258086
advid,0.0,0.0,5.0
advis,4.879286475095858,0.5623818557528477,2.250871600540446
advisari,0.0,0.0,2.5
advisedto,0.0,0.0,2.5
adviseus,0.0,0.0,2.5
advisor,2.5,0.0,0.0
advisori,3.321928094887363,2.6301168673979136,0.9266284080291269
advoc,4.1145820804822515,0.0,2.717562737549928
advs,0.0,0.0,2.5
ae,1.9535700439406751,0.0,6.261707715779571
aeaeae,0.0,0.0,2.5
aebersold,0.0,0.0,2.5
aegean,0.0,0.0,2.5
aegert,2.5,0.0,0.0
aelita,2.5,0.0,0.0
aenea,0.0,0.0,2.5
aeon,10.318851158516171,0.0,1.4306765580733931
aeri,3.321928094887363,0.0,3.321928094887363
aerial,2.0486906613251517,0.0,5.858360296446877
aerith,5.0,0.0,0.0
aerki,2.5,0.0,0.0
aerob,2.8394367936337863,0.0,3.9173823267621817
aerobic,2.5,0.0,0.0
aerobicid,2.5,0.0,0.0
aerodynam,0.0,0.0,5.0
aerogarden,2.5,0.0,0.0
aeronaut,1.6609640474436815,0.0,8.003922779651097
aeroplan,0.0,0.0,2.5
aerosmith,4.1145820804822515,0.0,2.717562737549928
aerosol,5.0,0.0,0.0
aerun,0.0,0.0,2.5
aeryn,0.0,0.0,15.0
aeschylus,0.0,0.0,2.5
aesir,5.0,0.0,0.0
aesom,0.0,0.0,2.5
aesop,3.321928094887363,0.0,3.321928094887363
aestheic,0.0,0.0,2.5
aesthet,3.2958735615192976,0.44199850531095897,3.2958735615192976
aesthetician,2.5,0.0,0.0
aesthic,0.0,0.0,2.5
aetheist,2.5,0.0,0.0
aether,2.5,0.0,0.0
aetheri,2.5,0.0,0.0
aewsom,0.0,0.0,2.5
aex,0.0,2.5,0.0
af,0.0,0.0,5.0
afaik,2.5,0.0,0.0
afantast,0.0,0.0,2.5
afar,3.321928094887363,0.0,3.321928094887363
afarid,2.5,0.0,0.0
afb,0.0,0.0,2.5
afe,0.0,0.0,2.5
afeitadora,0.0,0.0,5.0
afeitan,0.0,0.0,2.5
afeitandom,0.0,0.0,2.5
afer,5.0,0.0,0.0
afest,2.5,0.0,0.0
afew,2.095903274289385,0.0,5.678873587267573
aff,0.0,0.0,2.5
affabl,2.6619559702796276,0.0,4.212993519393615
