,negative,neutral,positive
guideon,2.5,0,0
guido,0,0,5
guietari,0,0,2.5
guignol,0,0,5
guil,5,0,0
guild,3.321928095,0,3.321928095
guildenstern,2.095903274,0,5.678873587
guildernstern,0,0,2.5
guileless,0,0,10
guilford,0,0,5
guilfoyl,0,0,5
guilgud,0,0,2.5
guiliano,0,0,2.5
guillaum,4.507575552,0,2.512941595
guillen,2.5,0,0
guillermo,6.843313779,1.183294662,1.183294662
guillesp,2.5,0,0
guilliotin,5,0,0
guillotin,0,0,5
guilt,2.553032488,0,4.423501935
guilti,2.992949944,0.446985606,3.636402435
guiltili,0,0,5
guiltless,2.095903274,0,5.678873587
guiltyronni,0,0,2.5
guin,1.660964047,0,8.00392278
guinan,2.5,0,0
guinea,3.321928095,0,3.321928095
guiness,1.660964047,0,8.00392278
guinever,1.285097209,0,12.62925314
guinn,0,0,5
guinneapig,2.5,0,0
guinneth,2.5,0,0
guiol,0,0,2.5
guis,0,0,5
guisepp,0,0,2.5
guitar,1.028836988,1.333115544,6.879630581
guitarist,1.075941077,0,18.39667045
guitarrest,0,0,2.5
guiteau,0,0,2.5
guiter,0,0,2.5
gujarati,5.678873587,0,2.095903274
gujatati,0,0,2.5
gujerati,0,0,2.5
gulabl,0,0,2.5
gulag,3.321928095,0,3.321928095
gulch,3.321928095,0,3.321928095
gulden,2.095903274,0,5.678873587
gulf,1.107309365,0,17.24377353
gull,10,0,0
gullabl,8.00392278,0,1.660964047
gulli,2.5,0,0
gullibl,7.048350914,0,1.802188497
gulligan,0,0,2.5
gullitin,0,0,2.5
gulliv,1.53089535,0,9.162168319
gulp,2.193309742,0.768621787,4.507575552
gulzar,0,0,2.5
gum,6.843313779,0,1.838005394
gumb,2.5,0,0
gumbal,5,0,0
gumbi,0,0,2.5
gummer,0,0,12.5
gummi,2.512941595,0,4.507575552
gummo,7.5,0,0
gump,8.00392278,0,1.660964047
gumsho,2.5,0,0
gun,3.996914708,0.457730545,2.73861936
guncrazi,2.5,0,0
gunda,0,0,2.5
gundagai,0,0,5
gundam,0,0,90
gunderloy,0,0,2.5
gunfest,2.5,0,0
gunfight,4.675522919,0,2.437986967
gunfir,2.717562738,0,4.11458208
gung,2.512941595,0,4.507575552
gunga,0,0,67.5
gungan,0,0,2.5
gunk,3.321928095,0,3.321928095
gunman,1.430676558,0,10.31885116
gunn,1.142777131,0,16.09064653
gunna,5.678873587,0,2.095903274
gunnar,0,0,7.5
gunner,0,0,5
gunneri,2.5,0,0
gunni,2.5,0,0
gunnison,2.5,0,0
gunplay,3.321928095,0,3.321928095
gunpoint,5,0,0
gunrunn,0,0,2.5
gunshot,2.609489265,0,4.311291146
gunsling,2.095903274,0,5.678873587
gunsmok,3.321928095,0,3.321928095
gunther,1.285097209,0,12.62925314
gunwal,0,0,2.5
gunz,0,0,2.5
guppi,2.095903274,0,5.678873587
gur,2.5,0,0
gurda,0,0,2.5
gurdjieff,2.5,0,0
gurgi,5,0,0
gurgl,2.512941595,0,4.507575552
gurind,0,0,2.5
gurkan,2.5,0,0
gurl,5,0,0
gurlfrend,5,0,0
gurmit,2.5,0,0
gurn,17.5,0,0
gurney,0,0,2.5
gurs,2.5,0,0
guru,3.02120993,0,3.662986595
guruk,0,0,2.5
gus,3.98317474,0,2.797113981
gush,5.289431441,0,2.210933339
gushi,5.678873587,0,2.095903274
gusl,0,0,2.5
guss,0,0,2.5
gussi,1.107309365,0,17.24377353
gust,1.838005394,0,6.843313779
gusta,2.095903274,0,5.678873587
gustad,0,0,2.5
gustafsson,0,0,5
gustan,3.321928095,0,3.321928095
gustatori,0,0,2.5
gustav,1.047951637,0,19.54937806
gustavus,0,0,2.5
gusti,0,2.5,0
gusto,1.570297268,0,8.776290848
gut,2.797113981,0.718940801,3.524537899
guten,0,0,5
gutenberg,7.5,0,0
gutheri,2.5,0,0
guthri,2.095903274,0,5.678873587
gutless,15,0,0
gutsi,1.022783939,0,20.70192803
gutsier,0,0,2.5
guttenberg,7.5,0,0
gutter,3.321928095,0,3.321928095
gutterbal,5.678873587,0,2.095903274
gutterflow,0,0,5
guttman,0,0,5
guttur,5.678873587,0,2.095903274
gutwrench,0,0,2.5
guy,4.465431669,0.670094516,2.320302307
guyana,8.00392278,1.660964047,0
guybrush,0,0,7.5
guzm,2.5,0,0
guzman,1.660964047,0,8.00392278
guzzalin,0,0,2.5
guzzl,3.321928095,0,3.321928095
gvn,2.5,0,0
gvsb,5,0,0
gw,5,0,0
gwangi,2.5,0,0
gwar,1.660964047,0,8.00392278
gwb,2.5,0,0
gwen,1.912489289,0,6.455696236
gwena,0,0,2.5
gwendolen,0,0,2.5
gwenllian,0,0,2.5
gwenn,2.5,0,0
gwenneth,2.5,0,0
gwenyth,3.321928095,0,3.321928095
gwizdo,0,0,10
gwoemul,2.5,0,0
gwot,2.5,0,0
gwtw,2.512941595,0,4.507575552
gwyenth,2.5,0,0
gwynedd,2.5,0,0
gwyneth,4.11458208,0,2.717562738
gwynn,1.047951637,0,19.54937806
gwynyth,2.5,0,0
gyllenh,0,0,2.5
gyllenha,1.047951637,0,19.54937806
gym,5.094382474,0,2.276179338
gymkata,7.5,0,0
gymnasium,0,0,2.5
gymnast,9.162168319,0,1.53089535
gymnastix,2.5,0,0
gymru,2.5,0,0
gynaecolog,2.5,0,0
gynecolog,2.095903274,0,5.678873587
gynecologist,3.321928095,0,3.321928095
gynocolog,2.5,0,0
gynoid,5,0,0
gyp,8.00392278,0,1.660964047
gypo,0,0,25
gypsi,2.34759015,0,4.899079389
gypt,0,0,2.5
gyrat,16.09064653,0,1.142777131
gyro,3.321928095,0,3.321928095
gyrostab,2.5,0,0
gyudon,0,0,2.5
gywnn,2.5,0,0
gza,2.5,0,0
gzsz,0,0,2.5
ha,5.820299609,0.498921986,2.00331992
haa,0,0,5
haaa,0,0,2.5
haaaa,2.5,0,0
haaaaaaaat,2.5,0,0
haaaaaanyway,0,0,2.5
haack,4.507575552,0,2.512941595
haagensen,2.5,0,0
haari,0,0,2.5
haarman,2.5,0,0
haasan,2.5,0,0
haattt,0,0,2.5
haav,3.321928095,0,3.321928095
haavard,2.5,0,0
haaw,2.5,0,0
habali,0,0,2.5
habanita,0,0,5
habit,2.095903274,0,5.678873587
habitu,1.912489289,0,6.455696236
habra,2.5,0,0
habsburg,2.5,0,0
hacen,0,0,5
hack,8.567628973,0,1.593122989
hackabl,0,0,2.5
hackensack,0,0,2.5
hackenstein,12.5,0,0
hacker,10.31885116,0,1.430676558
hackerl,2.5,0,0
hackett,0,0,2.5
hackfest,2.5,0,0
hackford,0,0,2.5
hackman,14.36040312,0,1.205830762
hackney,11.30941507,0.531684801,1.304001574
hacksaw,3.321928095,0,3.321928095
hackwork,2.5,0,0
hacney,0,0,2.5
had,3.589830611,0.509929912,2.986212925
hada,2.5,0,0
hadass,2.5,0,0
hadbett,0,0,2.5
hadda,0,0,5
haddad,7.5,0,0
hadddd,2.5,0,0
hadden,0,0,2.5
haddofield,0,0,2.5
haddon,0,0,2.5
haddonfeild,2.5,0,0
haddonfield,0,0,2.5
haddrick,0,0,2.5
hade,1.660964047,0,8.00392278
haden,3.917382327,0,2.839436794
hader,2.5,0,0
hadfield,0,0,2.5
hadg,0,0,2.5
hadith,2.5,0,0
hadji,0,0,2.5
hadjust,0,0,2.5
hadl,0,0,2.5
hadley,1.49475316,0,9.547874667
hadmad,0,0,2.5
hadn,5,0,0
hadnt,4.11458208,0,2.717562738
hadth,0,0,2.5
hadzihalilov,0,0,2.5
hae,8.00392278,0,1.660964047
haenel,2.095903274,0,5.678873587
haes,2.095903274,0,5.678873587
haeser,0,0,2.5
haev,2.5,0,0
haft,0,0,2.5
hafta,0,0,2.5
hag,0,0,2.5
hagan,6.843313779,0,1.838005394
hagar,1.430676558,0,10.31885116
hagarti,0,0,2.5
hagel,2.5,0,0
hagen,0,0,10
hager,2.5,0,0
hagerthi,2.5,0,0
hagerwoodbridg,0,0,2.5
haggard,4.400560461,0,2.564292723
haggerti,5,0,0
haggi,8.00392278,0,1.660964047
haggish,2.5,0,0
haggisr,2.5,0,0
haggl,0,0,7.5
hagh,2.5,0,0
hagiograph,2.5,0,0
hagman,0,0,2.5
hagrid,0,0,7.5
hagu,0,0,2.5
hah,10.31885116,0,1.430676558
haha,2.512941595,0,4.507575552
hahah,0,0,5
hahaha,3.917382327,0,2.839436794
hahahah,5,0,0
hahahaha,10.31885116,0,1.430676558
hahahahaha,2.5,0,0
hahahahahaha,0,0,2.5
hahahahahahaha,2.5,0,0
hahahahhahhaha,2.5,0,0
hahahhaa,2.5,0,0
hahahthes,0,0,2.5
hahk,0,0,5
hahn,0,0,2.5
hai,5.678873587,0,2.095903274
haid,0,0,7.5
haiduck,2.5,0,0
haiduk,2.5,0,0
haier,2.5,0,0
haig,5,0,0
haigh,0,0,2.5
haight,0,0,7.5
haiku,4.11458208,0,2.717562738
hail,3.193351408,0,3.457354745
hailey,3.321928095,0,3.321928095
haim,4.507575552,0,2.512941595
hain,1.430676558,0,10.31885116
hair,4.392162229,0,2.568450246
hairbal,0,0,2.5
hairbrain,0,0,2.5
hairclipp,0,0,2.5
haircut,3.662986595,0,3.02120993
hairdew,2.5,0,0
hairdo,2.512941595,0,4.507575552
hairdress,2.717562738,0,4.11458208
hairdryer,2.5,0,0
hairi,8.214659115,0,1.634468112
hairier,2.5,0,0
hairiest,0,0,2.5
hairless,5.678873587,0,2.095903274
hairlin,2.5,0,0
hairsplit,2.5,0,0
hairspray,2.095903274,0,5.678873587
hairstyl,3.054750902,0,3.620480759
haiti,4.507575552,1.430676558,1.430676558
haitian,0,0,5
haitink,0,0,2.5
haje,2.5,0,0
haji,2.5,0,0
hajrudin,2.5,0,0
hak,0,0,5
haka,0,0,2.5
haku,5,0,0
hakuna,1.660964047,0,8.00392278
hal,2.157469875,0,5.462617384
halaqah,0,0,2.5
halari,0,0,10
halario,0,0,2.5
halaryus,0,0,2.5
halcyon,2.095903274,0,5.678873587
haldan,0,0,2.5
haldeman,3.321928095,0,3.321928095
hale,2.095903274,0,5.678873587
halen,11.70546311,0,1.33656242
haleseven,2.5,0,0
halevi,0,0,2.5
haley,3.321928095,0,3.321928095
half,5.211440485,0.461399899,2.195340976
halfass,7.5,0,0
halfbak,2.5,0,0
halfbre,3.321928095,0,3.321928095
halfcock,0,0,2.5
halfdan,2.5,0,0
halffor,2.5,0,0
halfheart,10.31885116,0,1.430676558
halfpenni,2.5,0,0
halfway,7.628742758,0.413797583,1.69329169
halholbrook,0,0,2.5
haliday,2.5,0,0
halim,0,0,2.5
hall,3.207658749,0,3.441575921
hallam,20,0,0
hallan,2.5,0,0
hallari,0,0,2.5
hallaween,2.5,0,0
halleck,15,0,0
hallelujah,2.5,0,0
hallen,0,0,15
haller,0,0,2.5
halley,2.095903274,0,5.678873587
halli,3.321928095,0,3.321928095
halliburton,2.5,0,0
halliday,4.507575552,0,2.512941595
hallier,0,0,5
halliwel,0,0,2.5
hallmark,3.08155877,0,3.587397603
hallo,0,0,2.5
hallop,0,0,2.5
hallorann,0,0,2.5
hallow,3.321928095,0,3.321928095
halloway,10,0,0
hallowe,0,0,2.5
halloween,3.405437316,0.54197662,3.111856556
halloweeniest,0,0,2.5
halloweentown,2.5,0,0
hallucin,2.75347149,0,4.053960922
hallucinatori,2.839436794,0,3.917382327
hallucinogen,2.785345076,0,4.00196139
hallway,4.899079389,0,2.34759015
hallyday,0,0,7.5
halmi,2.5,0,0
halo,1.53089535,0,9.162168319
halogen,2.5,0,0
halop,0,0,22.5
halorann,2.5,0,0
haloween,5,0,0
halp,0,0,2.5
halperin,14.93723606,0,1.183294662
halpin,0,0,2.5
halsey,5,0,0
halst,0,0,2.5
halt,5.419336716,0,2.170464654
halter,2.5,0,0
halton,0,0,5
halv,3.321928095,0,3.321928095
halvedivid,0,0,2.5
ham,5.360300857,0.555759164,2.095903274
hama,5,0,0
hamam,0,0,5
hamari,0,0,2.5
hamburg,4.899079389,0,2.34759015
hamdan,2.5,0,0
hamer,5,0,0
hamfist,6.843313779,0,1.838005394
hamhock,0,0,2.5
hamil,2.839436794,0,3.917382327
hamilton,3.505872162,0,3.150396013
hamish,17.24377353,0,1.107309365
hamlet,2.454076097,0,4.638223219
hamlin,5.678873587,0,2.095903274
hamlisch,2.5,0,0
hamm,2.5,0,0
hammarsten,0,0,5
hammer,3.647533721,0,3.033288732
hammerhead,8.583280679,0,1.591371127
hammersmith,0,0,2.5
hammerstein,3.321928095,0,3.321928095
hammett,1.838005394,0,6.843313779
hammi,4.466997005,0,2.532065453
hammiest,7.5,0,0
hammili,5,0,0
hammish,2.5,0,0
hammok,0,0,2.5
hamper,4.141741911,0.652963608,2.492863253
hampson,0,0,2.5
hampstead,4.507575552,0,2.512941595
hampton,1.660964047,0,8.00392278
hamster,5.678873587,0,2.095903274
hamstring,2.5,0,0
hamstrung,17.5,0,0
hamsun,0,0,2.5
hamtaro,2.5,0,0
hamton,0,0,10
han,1.15566665,0,15.70621096
hana,0,0,20
hancock,0,0,5
hand,3.560916117,0.544327557,2.978882388
handbag,3.321928095,0,3.321928095
handbal,0,0,2.5
handbook,5.094382474,0,2.276179338
handcraft,5.678873587,0,2.095903274
handcream,0,0,2.5
handcuf,2.236345833,0,5.211440485
handcuff,10.31885116,0,1.430676558
handed,2.5,0,0
handel,2.095903274,0,5.678873587
handgun,4.899079389,0,2.34759015
handheld,2.095903274,0.79663977,4.675522919
handhold,2.5,0,0
handi,1.561708186,0.779875473,6.976112307
handicap,2.896588952,0.508005416,3.710396927
handiest,0,0,7.5
handili,3.321928095,1.660964047,1.660964047
handkerchief,3.321928095,0,3.321928095
handl,2.840093079,0.612072218,3.651001086
handler,2.5,0,0
handmad,0,0,7.5
handmaid,8.00392278,0,1.660964047
handmaiden,3.321928095,0,3.321928095
handov,2.5,0,0
handpaint,0,0,2.5
handpick,0,0,15
handsaw,2.5,0,0
handset,2.095903274,0,5.678873587
handsfre,5,0,0
handshak,8.00392278,0,1.660964047
handsom,2.413306885,0,4.734144724
handsomest,0,0,7.5
handspr,10,0,0
handwash,2.095903274,0,5.678873587
handwrit,2.095903274,0,5.678873587
handwritten,4.507575552,0,2.512941595
handycam,7.5,0,0
handyman,2.512941595,0,4.507575552
handypak,2.5,0,0
hane,2.5,0,0
hanek,1.49475316,0,9.547874667
hanfstaengel,0,0,2.5
hang,4.196897836,0.393585119,2.649804849
hangdog,0,0,2.5
hanger,3.321928095,0,3.321928095
hangglid,2.5,0,0
hangin,0,0,7.5
hanglid,0,0,2.5
hangman,3.321928095,0,3.321928095
hangng,2.5,0,0
hangov,8.00392278,0,1.660964047
hangup,7.5,0,0
hani,2.5,0,0
hanib,0,0,5
hanif,0,0,2.5
hank,2.028745202,0,5.938086057
hanka,0,0,2.5
hanker,1.660964047,0,8.00392278
hanki,2.5,0,0
hanley,3.321928095,0,3.321928095
hanlon,1.430676558,0,10.31885116
hann,5,0,0
hanna,1.107309365,0,17.24377353
hannah,1.388581659,0.979250371,6.843313779
hannayesqu,0,0,2.5
hannek,2.5,0,0
hannib,7.600556377,0,1.715987475
hannibal,2.5,0,0
hannibl,0,0,2.5
hanoi,2.5,0,0
hanous,0,0,2.5
hanoverian,0,0,2.5
hansard,0,0,2.5
hansen,3.321928095,0,3.321928095
hansika,5,0,0
hansom,2.095903274,0,5.678873587
hanson,2.512941595,0,4.507575552
hansoo,0,0,2.5
hanssen,3.321928095,0,3.321928095
hanv,0,0,2.5
hanzo,1,0,21.85434533
hao,0,0,5
haoren,0,0,2.5
hap,2.839436794,0,3.917382327
hapa,0,0,2.5
haphazard,16.95551518,0.555759164,1.047951637
haphazzard,2.5,0,0
hapi,3.321928095,0,3.321928095
hapless,3.889166381,0,2.858134522
happ,2.5,0,0
happan,0,0,2.5
happen,3.940507481,0.451601034,2.777043587
happend,4.675522919,0,2.437986967
happenin,5.678873587,0,2.095903274
happenit,0,0,2.5
happenst,2.5,0,0
happi,2.09815609,0.493846283,5.478059012
happier,2.005574814,0.683808376,5.312362996
happiest,1.220190836,0.658538571,11.47444617
happili,2.61959937,0.544942467,4.098503521
happilli,0,0,2.5
happpen,0,0,2.5
happpi,0,0,2.5
happy,0,0,2.5
happyflight,0,2.5,0
happyi,0,0,2.5
happytohelp,0,2.5,0
happyworldland,0,0,2.5
haq,0,0,2.5
har,3.505872162,0,3.150396013
hara,1.713571148,0,7.617369497
harakiri,0,0,2.5
haralambopoulo,0,0,2.5
harald,2.512941595,0,4.507575552
harangu,4.271985235,0,2.630116867
harass,3.845098101,0,2.888023789
harbing,2.512941595,0,4.507575552
harbor,2.260606576,0,5.139415254
harbour,2.9203673,0,3.798794065
hard,3.418248313,0.570080681,3.071478219
hardass,2.5,0,0
hardbitten,2.5,0,0
hardboil,1.230143399,0,13.78347077
hardbound,3.321928095,0,3.321928095
hardcastl,0,0,2.5
hardcod,2.5,0,0
hardcor,3.85152657,0,2.883610395
hardcov,3.321928095,0,3.321928095
harden,2.582536956,0,4.363992052
harder,2.462702986,0.867596028,3.70376184
harderrock,0,0,2.5
hardest,2.855119651,0,3.893681725
hardesti,1.660964047,0,8.00392278
hardgear,2.5,0,0
hardgor,2.5,0,0
hardheart,3.321928095,0,3.321928095
hardi,3.243714179,0.442932848,3.348544851
hardier,0,0,2.5
hardiest,2.095903274,0,5.678873587
hardigre,0,0,2.5
hardiman,2.5,0,0
hardin,2.095903274,0,5.678873587
hardley,0,0,2.5
hardlin,3.321928095,0,3.321928095
hardor,0,0,2.5
hardrock,0,0,2.5
hardscrabbl,2.5,0,0
hardshel,0,10,0
hardship,0,0,12.5
hardspoken,2.5,0,0
hardwar,4.11458208,0,2.717562738
hardwick,0,0,2.5
hardwir,8.00392278,0,1.660964047
hardwood,1.430676558,10.31885116,0
hardwork,2.512941595,0,4.507575552
hare,2.717562738,0,4.11458208
harebrain,0,0,2.5
harem,10,0,0
harf,0,0,2.5
harg,2.5,0,0
hari,0.897711718,0,28.76695654
harian,2.5,0,0
haril,0,0,20
harilal,0,0,2.5
harish,0,0,5
hark,2.180369549,0,5.386869422
harken,2.9203673,0,3.798794065
harl,0,0,5
harlan,26.46303475,0,0.926628408
harland,3.321928095,3.321928095,0
harlem,2.385898532,0,4.801322651
harlen,0,0,7.5
harlequin,3.719611071,0,2.978033117
harley,2.512941595,0,4.507575552
harlin,4.271985235,0,2.630116867
harlow,2.556193923,0,4.417031808
harltey,2.5,0,0
harm,3.643886909,0.438836388,2.99158531
harmag,2.5,0,0
harman,0,0,2.5
harmen,0,0,2.5
harmesh,0,0,2.5
harmless,4.393652291,0.458327996,2.521980619
harmon,2.201390359,1.035044824,3.742910996
harmoni,1.695416595,0,7.746251613
harmonica,0,0,17.5
harmonis,3.321928095,0,3.321928095
harmonix,0,0,5
harnett,2.5,0,0
harnoncourt,0,0,2.5
harold,3.240617815,0,3.405925207
harp,2.839436794,1.047951637,2.839436794
harper,2.035160682,0,5.912178172
harpercollin,2.5,0,0
harpi,8.00392278,0,1.660964047
harpo,12.62925314,0,1.285097209
harpoon,2.5,0,0
harpsichord,0,0,2.5
harra,2.5,0,0
harrar,2.5,0,0
harrass,3.321928095,0,3.321928095
harrelson,8.00392278,0,1.660964047
harri,2.471234603,0,4.599214949
harriet,1.418177579,0,10.48399433
harrison,2.630116867,0,4.271985235
harrlo,0,0,2.5
harrold,5.678873587,0,2.095903274
harron,3.321928095,0,3.321928095
harrow,1.361126527,0,11.30941507
harryhausen,8.00392278,0,1.660964047
harryhousen,2.5,0,0
harsant,0,0,2.5
harsh,2.736068055,0.62998605,3.771913311
harsher,4.507575552,0,2.512941595
harshest,1.838005394,0,6.843313779
hart,2.032113858,0.564699926,5.5621249
hartford,3.321928095,0,3.321928095
hartlepool,0,0,2.5
hartley,1.570297268,0,8.776290848
hartman,1.838005394,0,6.843313779
hartmann,0,0,2.5
hartnel,0,0,2.5
hartnett,19.54937806,0,1.047951637
hartounian,5,0,0
hartwel,0,0,2.5
hartz,2.5,0,0
haruf,2.5,0,0
haruhai,0,0,2.5
haruhi,0,0,40
haruko,0,0,2.5
harum,2.5,0,0
haruna,2.5,0,0
harv,0,0,2.5
harvana,0,0,2.5
harvard,5.211440485,0,2.236345833
harvest,3.840066679,0.904559735,2.331999409
harvestwhich,2.5,0,0
harvey,3.620480759,0,3.054750902
harvil,0,0,2.5
harwood,0,0,2.5
has,2.846201792,0.498314478,3.791886988
hasa,3.321928095,0,3.321928095
hasan,2.5,0,0
hasard,0,0,2.5
hasbecom,0,0,2.5
hasbeen,10,0,0
hasbo,2.5,0,0
hasbro,5.678873587,0,2.095903274
hascaptur,0,0,2.5
hasd,0,0,2.5
hasenbein,0,0,2.5
hash,8.00392278,0,1.660964047
hasid,2.5,0,0
haskal,2.5,0,0
haskel,2.5,0,0
hasless,2.5,0,0
hasmani,0,0,2.5
hasn,3.321928095,0,3.321928095
hasnt,5.678873587,0,2.095903274
hass,2.5,0,0
hassam,0,0,2.5
hassan,1.430676558,0,10.31885116
hasselblad,2.5,0,0
hasselhoff,10,0,0
hassi,0,0,2.5
hassl,3.321928095,0.88469444,2.697847133
hasslehoff,5,0,0
hasso,0,0,2.5
hast,1.660964047,0,8.00392278
hasta,0,0,7.5
hasten,2.630116867,0,4.271985235
hastey,5,0,0
hasti,3.321928095,0,3.321928095
hastili,5.834437185,0,2.054794918
hasveri,0,0,2.5
hat,2.180369549,0.601410489,4.991020311
hatch,2.858134522,0,3.889166381
hatcheck,2.5,0,0
hatcher,3.321928095,0,3.321928095
hatchet,3.956865167,0,2.813828723
hate,4.328353326,0.478842984,2.543298225
hateabl,4.899079389,0,2.34759015
hatebre,2.095903274,0,5.678873587
hateeeeeeedddd,2.5,0,0
hateit,2.5,0,0
hater,3.798794065,0,2.9203673
haterad,2.5,0,0
hatfield,2.095903274,0,5.678873587
hath,1.660964047,0,8.00392278
hathaway,0,0,12.5
hathcock,0,0,2.5
hatian,0,0,2.5
hatin,3.321928095,0,3.321928095
hatosi,0,0,2.5
hatr,2.571617286,0.493254837,4.25608129
hatstand,0,0,2.5
hatsumi,0,0,2.5
hatsumomo,2.5,0,0
hatta,0,0,2.5
hatteri,0,0,2.5
hatthaway,0,0,2.5
hatti,8.00392278,0,1.660964047
hatton,5,0,0
hattori,2.5,0,0
hatw,2.5,0,0
hau,0,0,2.5
hauer,3.321928095,0,3.321928095
haught,0,0,2.5
haughti,1.953570044,0,6.261707716
haughtili,3.321928095,0,3.321928095
haul,2.957076815,0.845115766,3.096628716
haunt,2.115040538,0.488712795,5.429094526
hauntig,0,0,2.5
hauru,0,0,2.5
hauser,2.095903274,0,5.678873587
haussdorf,2.5,0,0
haut,0,0,10
hautecourt,0,0,2.5
hav,2.717562738,0,4.11458208
hava,0,0,2.5
havahart,0,0,5
havana,1.375518225,0,11.08934761
havanna,0,0,2.5
have,3.448421617,0.55629448,3.059918953
havea,2.5,0,0
havebeen,5.678873587,0,2.095903274
havefor,0,0,2.5
havegotten,2.5,0,0
haven,2.409793315,0,4.742632391
havent,2.618807514,0,4.293426953
haveprovid,2.5,0,0
haver,4.11458208,0,2.717562738
haverti,0,0,2.5
haveseen,0,0,2.5
havesom,0,0,2.5
havesucceed,2.5,0,0
havetim,0,0,2.5
haveto,3.321928095,0,3.321928095
haveus,0,0,2.5
havexitel,2.5,0,0
havin,8.00392278,0,1.660964047
havingmorgan,2.5,0,0
havn,1,0,21.85434533
havnt,1.838005394,0,6.843313779
havoc,3.321928095,0,3.321928095
havv,0,0,2.5
haw,5.678873587,0,2.095903274
hawa,2.5,0,0
hawai,0,0,7.5
hawaii,3.129759177,1.285097209,2.218316428
hawaiian,3.413993418,0.702619286,2.906430708
hawiian,0,0,2.5
hawk,1.896812925,0,6.533256478
hawken,2.5,0,0
hawkey,2.5,0,0
hawkin,1.53089535,0,9.162168319
hawkmoon,0,0,2.5
hawksian,2.5,0,0
hawn,1.660964047,0,8.00392278
haworth,2.5,0,0
hawt,2.5,0,0
hawthorn,1.430676558,0,10.31885116
hawtrey,12.62925314,0,1.285097209
hay,2.331999409,0.585627469,4.62516544
haya,3.321928095,0,3.321928095
hayakawa,5,0,0
hayao,0,0,20
hayden,7.714034102,0.670528152,1.547356089
haydn,0,0,2.5
hayek,3.321928095,0,3.321928095
hayl,0,0,2.5
hayley,2.5,0,0
hayleymad,0,0,2.5
hayli,3.321928095,0,3.321928095
haym,2.5,0,0
hayman,0,0,5
hayn,3.321928095,0,3.321928095
haysbert,0,0,2.5
hayse,5,0,0
hayter,2.095903274,0,5.678873587
haywagon,0,0,2.5
hayward,1.53089535,0,9.162168319
haywir,5.678873587,0,2.095903274
haywood,5.678873587,0,2.095903274
hayworth,1.247454653,0,13.39878761
haz,2.5,0,0
hazanavicius,0,0,2.5
hazara,0,0,5
hazard,2.993740785,0,3.69875592
haze,4.675522919,0,2.437986967
hazel,2.512941595,0,4.507575552
hazelhurst,2.5,0,0
hazi,4.376763563,0.74492186,2.276179338
hazili,2.5,0,0
hazlehurst,0,0,12.5
hazmat,0,0,2.5
hazzard,21.85434533,0,1
hb,2.5,0,0
hbc,0,0,5
hbk,0,0,2.5
hbo,2.189716636,0,5.356635912
hc,1.660964047,0,8.00392278
hci,2.5,0,0
hd,4.551142315,0,2.492863253
hdcd,0,0,2.5
hdd,0,0,2.5
hdi,0,0,2.5
hdmi,3.321928095,0,3.321928095
hdn,5,0,0
hdr,3.321928095,0,3.321928095
hdsportsguy,2.5,0,0
hdtv,2.095903274,0,5.678873587
hea,0,0,10
head,3.410072072,0.494657032,3.150080556
headach,14.01425643,0,1.220190836
headbang,2.095903274,2.095903274,2.095903274
headboard,5,0,0
headbutt,0,0,2.5
headcoat,2.5,0,0
headdress,5.678873587,0,2.095903274
header,4.507575552,0,2.512941595
headey,5,0,0
headfirst,8.00392278,0,1.660964047
headgear,0,0,2.5
headglamor,2.5,0,0
headhunt,2.5,0,0
headi,2.9203673,0.658538571,3.471438515
headin,0,0,2.5
headlamp,0,0,2.5
headless,6.843313779,0,1.838005394
headley,5,0,0
headlight,5,0,0
headlin,3.321928095,0,3.321928095
headlong,4.899079389,0.830482024,1.979610102
headman,0,0,2.5
headmistress,0,0,2.5
headphon,1.979610102,0,6.145250461
headquart,1.430676558,0,10.31885116
headrest,7.5,0,0
headscratch,0,0,2.5
headset,3.917382327,0,2.839436794
headslik,0,0,2.5
headsman,2.5,0,0
headspin,3.321928095,0,3.321928095
headstrong,2.210933339,0,5.289431441
headupyourass,2.5,0,0
headwear,2.5,0,0
heahthrow,0,0,2.5
heal,1.932365594,0.492760419,6.13134173
healey,3.321928095,0,3.321928095
heali,4.507575552,0,2.512941595
health,0,0,7.5
healthcar,5,0,0
healthi,2.88837302,0.555228424,3.665867166
healthier,1.772196759,0,7.230516926
healthiest,0,0,5
healthili,0,0,7.5
heap,4.170831608,0,2.685386285
heapin,0,0,2.5
hear,2.850091421,0.58064508,3.683997247
hearald,0,0,2.5
heard,2.801811045,0.46064289,3.894285185
hearder,0,0,2.5
hearfelt,0,0,2.5
hearin,2.5,0,0
hearken,1.508846749,0,9.393611305
hearld,0,0,2.5
hearn,1.285097209,0,12.62925314
hears,5,0,0
hearsay,0,0,5
hearst,2.512941595,0.768621787,3.85152657
heart,2.278167896,0.506414966,4.906454299
heartach,3.321928095,0,3.321928095
heartagram,0,0,2.5
heartbeat,2.5,0,0
heartbeep,0,0,2.5
heartbrak,0,0,2.5
heartbreak,1.274072593,0.551598341,11.63946135
heartbreakng,0,0,2.5
heartbroken,1.695416595,0,7.746251613
hearten,1.797583147,0,7.075680992
heartfelt,1.742065383,0,7.423983574
hearth,5.678873587,0,2.095903274
hearthi,0,0,2.5
hearthsong,2.5,0,0
hearti,2.385898532,0,4.801322651
